complaint,department
"Hello civic team, traffic signal lights completely dead at busy four-road junction near police station, vehicles crossing from all four sides creating chaotic gridlock. Please send team as soon as possible.",Traffic
"Vehicles parked illegally on both sides of road blocking bus movement at Bypass Intersection, please take action immediately.",Traffic
"In Rajaji Sector 3 Ward 111, traffic police needed at circle during school hours heavy jam since yesterday. Very difficult situation.",Traffic
"Sir, speed breaker warning sign missing drivers jumping speed breaker at high speed along NH Bypass Service Road. Nobody is responding.",Traffic
Autos and taxis blocking the entire left turn free lane opposite church square every evening.,Traffic
"Please help, damaged crash barrier on highway flyover curve at Station T-Junction, leaving dangerous open edge overlooking 30-foot drop to road below. Please send team as soon as possible.",Traffic
"Due to missing height barrier at low railway bridge underpass behind ESI Hospital, it is tall container trucks regularly getting wedged under bridge.",Traffic
"Traffic signal is not working big traffic jam at junction along Service Lane, please take action immediately.",Traffic
Traffic police needed at circle during school hours heavy jam after last rain in Netaji Nagar. High danger.,Traffic
illegl parkng blockng entir stret buses stck near public park gate Inner Circular Road,Traffic
"Outside govt girls hostel, no zebra crossing for pedestrians impossible to cross this wide road. Kindly resolve.",Traffic
"In Teachers Colony Ward 75, no zebra crossing for pedestrians impossible to cross this wide road since morning. Very difficult situation.",Traffic
"At ward 147, speed breaker warning sign missing drivers jumping speed breaker at high speed. Kindly resolve.",Traffic
"Between shastri nagar and nehru roundabout, signal timer is too short only 10 seconds green for huge traffic. Kindly resolve.",Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed between Vinayaka Nagar and Nehru Roundabout for past one week.,Traffic
This is to report that there is a traffic CCTV surveillance camera dangling by wire from signal pole behind Maternity Clinic. This is equipment knocked down by oversized container truck. Kindly take remedial action.,Traffic
"Road sign is hidden behind tree branches motorists missing the turn on College Road, please take action immediately.",Traffic
"In Telecom Colony Ward 78, divider is broken cars taking dangerous u-turn causing accidents since morning. Very difficult situation.",Traffic
"Commercial delivery vans double parking along narrow market street on Cross Road 4, Ward 7.",Traffic
plz help illegl parkng blockng entir stret buses stck on College Road,Traffic
dividr cut made illeagli bikes crosing dngrously ward 183 since 2 days kindly fix,Traffic
dividr cut made illeagli bikes crosing dngrously near police station Link Road,Traffic
plz help signl timr is stck on red plese repare fast on GIDC Road,Traffic
Unauthorized gap cut into road median divider by local shopkeepers near Adarsh Layout main gate.,Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed from last 3 days along NH Bypass Service Road. High danger.,Traffic
Public safety at severe risk: commercial delivery vans double parking along narrow market street between Shastri Nagar and Collectorate Circle! It is single lane traffic bottleneck backing up for kilometers. Immediate action requested.,Traffic
"Sir, vehicles parked illegally on both sides of road blocking bus movement between Kasturba Extension and Clock Tower Square. Nobody is responding.",Traffic
"Vehicles parked illegally on both sides of road blocking bus movement behind Sub-Registrar Office, please take action immediately.",Traffic
"In Bhavani Nagar Ward 119, road sign is hidden behind tree branches motorists missing the turn since past 10 days. Very difficult situation.",Traffic
"In Bhavani Nagar Ward 39, no zebra crossing for pedestrians impossible to cross this wide road from last 3 days. Very difficult situation.",Traffic
"In Ashok Vihar Phase 2 Ward 22, road sign is hidden behind tree branches motorists missing the turn since past 10 days. Very difficult situation.",Traffic
"Traffic police needed at circle during school hours heavy jam on Main Road, Ward 40 since two weeks.",Traffic
Yellow blinker light not working at accident prone cross road from last 3 days at the entry of Teachers Colony. High danger.,Traffic
"Divider is broken cars taking dangerous u-turn causing accidents at Station T-Junction, please take action immediately.",Traffic
signl timr is stck on red plese repare fast ward 29 since 2 days kindly fix,Traffic
trafic signl not workin huge jam at chawk near overhead water tank Station Approach Road,Traffic
"Close to temple road, vehicles parked illegally on both sides of road blocking bus movement. Kindly resolve.",Traffic
"Sir, divider is broken cars taking dangerous u-turn causing accidents right in front of City Library. Nobody is responding.",Traffic
no zebr crosing pedstrians strugling to cros in Postal Layout ward 144,Traffic
"Sir, autos and taxis blocking the entire left turn free lane right in front of Civil Court. Nobody is responding.",Traffic
"Respected sir, traffic signal timer stuck on permanent green on one side and red on other right in front of Urban Health Post, causing 45-minute standstill and road rage among commuters. Please send team as soon as possible.",Traffic
"Due to traffic signal lens covers broken with red and green lights showing together behind Taluk Office, it is extreme confusion at major intersection.",Traffic
Divider is broken cars taking dangerous u-turn causing accidents behind Co-operative Bank since morning.,Traffic
"Traffic signal is not working big traffic jam at junction along Hospital Road, please take action immediately.",Traffic
"In Sri Krishna Layout Ward 191, yellow blinker light not working at accident prone cross road after last rain. Very difficult situation.",Traffic
no zebr crosing pedstrians strugling to cros ward 89 since 2 days kindly fix,Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed opposite clock tower from last 3 days.,Traffic
"Missing height barrier at low railway bridge underpass right in front of Railway Staff Colony, tall container trucks regularly getting wedged under bridge.",Traffic
"In Netaji Nagar Ward 27, road sign is hidden behind tree branches motorists missing the turn from last 3 days. Very difficult situation.",Traffic
Blinkers and amber warning lights non-functional at the accident prone blind curve,Traffic
Traffic police needed at circle during school hours heavy jam since yesterday on 6th Cross Avenue. High danger.,Traffic
"Yellow blinker light not working at accident prone cross road near fire station, please take action immediately.",Traffic
Requesting immediate action as there is a damaged speed governor warning sign lying flat on road shoulder on Church Road. This is lack of signage encouraging overspeeding near hospital gate. Kindly take remedial action.,Traffic
"Sir please look into this, blind curve on hill road lacking convex safety mirror and warning signs opposite junction roundabout, head-on near misses reported daily. Please send team as soon as possible.",Traffic
Signal timer is too short only 10 seconds green for huge traffic near Postal Layout main gate after last rain.,Traffic
"In Ramakrishna Puram Ward 13, no zebra crossing for pedestrians impossible to cross this wide road since yesterday. Very difficult situation.",Traffic
"Traffic police needed at circle during school hours heavy jam on Main Road, Ward 40, please take action immediately.",Traffic
no zebr crosing pedstrians strugling to cros near APMC market yard Main Road,Traffic
"In Santosh Nagar Ward 140, signal timer is too short only 10 seconds green for huge traffic since yesterday. Very difficult situation.",Traffic
"Traffic diversion sign boards left on roadway weeks after road work ended close to electricity sub-station, creating unnecessary bottleneck and driver confusion.",Traffic
Vehicles parked illegally on both sides of road blocking bus movement since past 10 days opposite junction roundabout. High danger.,Traffic
"On main road, road sign is hidden behind tree branches motorists missing the turn. Kindly resolve.",Traffic
"At ward 180, divider is broken cars taking dangerous u-turn causing accidents. Kindly resolve.",Traffic
Missing height barrier at low railway bridge underpass behind Urban Health Post.,Traffic
"At station t-junction, road sign is hidden behind tree branches motorists missing the turn. Kindly resolve.",Traffic
"No action taken so far, traffic diversion sign boards left on roadway weeks after road work ended near APMC market yard, creating unnecessary bottleneck and driver confusion. Please send team as soon as possible.",Traffic
"Sir, no zebra crossing for pedestrians impossible to cross this wide road opposite town hall. Nobody is responding.",Traffic
Yellow blinker light not working at accident prone cross road at the entry of Siddhartha Nagar after last rain.,Traffic
trafic signl not workin huge jam at chawk near grain mandi Station Road,Traffic
Traffic police needed at circle during school hours heavy jam right in front of Fish Market Yard since two weeks.,Traffic
"Sir, traffic signal is not working big traffic jam at junction outside ESI Hospital. Nobody is responding.",Traffic
"Haphazard commercial loading and unloading blocking arterial road during morning peak right in front of Urban Health Post, ambulances and school buses trapped in jam.",Traffic
Vehicles parked illegally on both sides of road blocking bus movement opposite temple road since yesterday.,Traffic
"On 100 feet intermediate road, ward 62, road sign is hidden behind tree branches motorists missing the turn. Kindly resolve.",Traffic
Signal timer is too short only 10 seconds green for huge traffic since past 10 days near Pragati Colony main gate. High danger.,Traffic
"Due to missing height barrier at low railway bridge underpass near police station, it is tall container trucks regularly getting wedged under bridge.",Traffic
urgent illegl parkng blockng entir stret buses stck Rajaji Sector 3 near civil hospital gate,Traffic
"Signal timer is too short only 10 seconds green for huge traffic in Gandhi Gram, please take action immediately.",Traffic
"No zebra crossing for pedestrians impossible to cross this wide road right in front of District Veterinary Hospital, please take action immediately.",Traffic
"Due to traffic signal lens covers broken with red and green lights showing together at the entry of Balaji Layout, it is extreme confusion at major intersection.",Traffic
"Autos and taxis blocking the entire left turn free lane near railway station approach, please take action immediately.",Traffic
Traffic police needed at circle during school hours heavy jam behind Govt Girls Hostel from last 3 days.,Traffic
Yellow blinker light not working at accident prone cross road behind Co-operative Bank since past 10 days.,Traffic
"Due to haphazard commercial loading and unloading blocking arterial road during morning peak along Main Road, it is ambulances and school buses trapped in jam.",Traffic
"Due to commercial delivery vans double parking along narrow market street close to police station, it is single lane traffic bottleneck backing up for kilometers.",Traffic
"Near central vegetable market, traffic police needed at circle during school hours heavy jam. Kindly resolve.",Traffic
"Sir, traffic police needed at circle during school hours heavy jam on Main Road, Ward 40. Nobody is responding.",Traffic
"Due to damaged crash barrier on highway flyover curve right in front of Sub-Registrar Office, it is leaving dangerous open edge overlooking 30-foot drop to road below.",Traffic
"Due to mandatory stop and directional road signs twisted and hidden by tree branches at Ward 30, it is unfamiliar drivers missing turn and driving into one-way traffic.",Traffic
"At the entry of adarsh layout, traffic police needed at circle during school hours heavy jam. Kindly resolve.",Traffic
"Sir, no zebra crossing for pedestrians impossible to cross this wide road close to junction roundabout. Nobody is responding.",Traffic
"Between netaji nagar and collectorate circle, yellow blinker light not working at accident prone cross road. Kindly resolve.",Traffic
"In Defence Enclave Ward 83, traffic police needed at circle during school hours heavy jam since two weeks. Very difficult situation.",Traffic
Urgent attention required: there is a traffic signal lens covers broken with red and green lights showing together behind Urban Health Post. This is extreme confusion at major intersection. Kindly take remedial action.,Traffic
"Damaged flexible traffic bollards uprooted and lying scattered across junction close to rotary circle, vehicles driving over median kerb.",Traffic
"In Surya Nagar Ward 12 Ward 177, divider is broken cars taking dangerous u-turn causing accidents since morning. Very difficult situation.",Traffic
Road sign is hidden behind tree branches motorists missing the turn since two weeks between Teachers Colony and Ashok Pillar Crossing. High danger.,Traffic
Absence of speed limit signs and rumble strips near school zone crossing between Tilak Road Extension and Ambedkar Chowk.,Traffic
trafic signl not workin huge jam at chawk in Sri Krishna Layout ward 26,Traffic
Urgent! Major emergency: damaged speed governor warning sign lying flat on road shoulder on Cross Road 4! It is lack of signage encouraging overspeeding near hospital gate. Immediate action requested.,Traffic
"Commercial delivery vans double parking along narrow market street between Gandhi Gram and Market Four Roads, single lane traffic bottleneck backing up for kilometers.",Traffic
Divider is broken cars taking dangerous u-turn causing accidents between Rajaji Sector 3 and Ambedkar Chowk every evening.,Traffic
urgent signl timr is stck on red plese repare fast Telecom Colony near police station,Traffic
"Due to traffic signal lens covers broken with red and green lights showing together at Ward 59, it is extreme confusion at major intersection.",Traffic
"In Vikas Enclave Ward 174, speed breaker warning sign missing drivers jumping speed breaker at high speed since past 10 days. Very difficult situation.",Traffic
"Road sign is hidden behind tree branches motorists missing the turn on Ring Road, Ward 171 every evening.",Traffic
Divider is broken cars taking dangerous u-turn causing accidents since past 10 days right in front of District Veterinary Hospital. High danger.,Traffic
"Between kuvempu nagar and indira circle, road sign is hidden behind tree branches motorists missing the turn. Kindly resolve.",Traffic
urgent trafic signl not workin huge jam at chawk Adarsh Layout near public park gate,Traffic
Autos and taxis blocking the entire left turn free lane since past 10 days opposite bridge underpass. High danger.,Traffic
Traffic police needed at circle during school hours heavy jam near central vegetable market since two weeks.,Traffic
"Speed breaker warning sign missing drivers jumping speed breaker at high speed since past 10 days on Station Approach Road, Ward 174. High danger.",Traffic
"In Vinayaka Nagar Ward 79, vehicles parked illegally on both sides of road blocking bus movement from last 3 days. Very difficult situation.",Traffic
"Traffic blinker beacon at blind intersection not operating on GIDC Road, frequent T-bone vehicle collisions occurring at night.",Traffic
"Sir, divider is broken cars taking dangerous u-turn causing accidents at Ward 134. Nobody is responding.",Traffic
Extremely hazardous condition: haphazard commercial loading and unloading blocking arterial road during morning peak outside ESI Hospital! It is ambulances and school buses trapped in jam. Immediate action requested.,Traffic
"Due to traffic signal lights completely dead at busy four-road junction on Inner Circular Road, Ward 23, it is vehicles crossing from all four sides creating chaotic gridlock.",Traffic
"Due to damaged speed governor warning sign lying flat on road shoulder right in front of Ration Shop, it is lack of signage encouraging overspeeding near hospital gate.",Traffic
Signal timer is too short only 10 seconds green for huge traffic near railway station approach since two weeks.,Traffic
"Signal timer is too short only 10 seconds green for huge traffic on Market Road, Ward 94 since two weeks.",Traffic
"Damaged crash barrier on highway flyover curve close to post office, leaving dangerous open edge overlooking 30-foot drop to road below.",Traffic
"Near central vegetable market, divider is broken cars taking dangerous u-turn causing accidents. Kindly resolve.",Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed since two weeks right in front of Civil Court. High danger.,Traffic
"Divider is broken cars taking dangerous u-turn causing accidents near metro pillar 142, please take action immediately.",Traffic
"plz help trafic signl not workin huge jam at chawk on 4th Cross, 2nd Main",Traffic
Divider is broken cars taking dangerous u-turn causing accidents near metro pillar 142 every evening.,Traffic
"Sir, traffic signal is not working big traffic jam at junction along Ring Road. Nobody is responding.",Traffic
"Haphazard commercial loading and unloading blocking arterial road during morning peak at the entry of Tilak Road Extension, ambulances and school buses trapped in jam.",Traffic
"In siddhartha nagar, no zebra crossing for pedestrians impossible to cross this wide road. Kindly resolve.",Traffic
"Traffic signal timer stuck on permanent green on one side and red on other right in front of Muncipal Community Hall, causing 45-minute standstill and road rage among commuters.",Traffic
No zebra crossing for pedestrians impossible to cross this wide road since morning opposite town hall. High danger.,Traffic
"In Ramakrishna Puram Ward 109, autos and taxis blocking the entire left turn free lane after last rain. Very difficult situation.",Traffic
Autos and taxis blocking the entire left turn free lane near Pragati Colony main gate since past 10 days.,Traffic
"In Tilak Road Extension Ward 5, no zebra crossing for pedestrians impossible to cross this wide road since morning. Very difficult situation.",Traffic
"On 80 feet road, speed breaker warning sign missing drivers jumping speed breaker at high speed. Kindly resolve.",Traffic
"Due to traffic signal timer stuck on permanent green on one side and red on other between Ramakrishna Puram and Collectorate Circle, it is causing 45-minute standstill and road rage among commuters.",Traffic
"Yellow blinker light not working at accident prone cross road in Santosh Nagar, please take action immediately.",Traffic
"Sir, traffic signal is not working big traffic jam at junction behind Maternity Clinic. Nobody is responding.",Traffic
plz help no zebr crosing pedstrians strugling to cros on Inner Circular Road,Traffic
Yellow blinker light not working at accident prone cross road opposite grain mandi since two weeks.,Traffic
"Complaining for the third time, pedestrian push-button crossing signal out of order on Hospital Road, Ward 34, pedestrians waiting 20 minutes to cross busy six-lane avenue. Please send team as soon as possible.",Traffic
"Sir please look into this, damaged speed governor warning sign lying flat on road shoulder opposite petrol pump, lack of signage encouraging overspeeding near hospital gate. Please send team as soon as possible.",Traffic
Serious public grievance: there is a traffic signal lens covers broken with red and green lights showing together on 6th Cross Avenue. This is extreme confusion at major intersection. Kindly take remedial action.,Traffic
"In Siddhartha Nagar Ward 72, signal timer is too short only 10 seconds green for huge traffic from last 3 days. Very difficult situation.",Traffic
Missing height barrier at low railway bridge underpass opposite community hall.,Traffic
Divider is broken cars taking dangerous u-turn causing accidents opposite primary health centre since morning.,Traffic
Divider is broken cars taking dangerous u-turn causing accidents for past one week between Surya Nagar Ward 12 and Subhash Nagar Crossing. High danger.,Traffic
No zebra crossing for pedestrians impossible to cross this wide road after last rain near church square. High danger.,Traffic
"At the entry of indira gandhi colony, yellow blinker light not working at accident prone cross road. Kindly resolve.",Traffic
urgent trafic signl not workin huge jam at chawk Siddhartha Nagar near public park gate,Traffic
"In Teachers Colony Ward 94, signal timer is too short only 10 seconds green for huge traffic since two weeks. Very difficult situation.",Traffic
"In Tilak Road Extension Ward 130, no zebra crossing for pedestrians impossible to cross this wide road since past 10 days. Very difficult situation.",Traffic
"In Teachers Colony Ward 83, traffic signal is not working big traffic jam at junction after last rain. Very difficult situation.",Traffic
"Due to missing one-way entry sign board leading to head-on gridlock on Cross Road 4, it is vehicles entering from wrong direction continuously.",Traffic
"Sir, yellow blinker light not working at accident prone cross road close to industrial estate gate. Nobody is responding.",Traffic
"Autos and taxis blocking the entire left turn free lane every evening on Market Road, Ward 45. High danger.",Traffic
"On 80 feet road, ward 163, vehicles parked illegally on both sides of road blocking bus movement. Kindly resolve.",Traffic
"Sir, road sign is hidden behind tree branches motorists missing the turn near church square. Nobody is responding.",Traffic
"Due to traffic blinker beacon at blind intersection not operating near Ashok Vihar Phase 2 main gate, it is frequent T-bone vehicle collisions occurring at night.",Traffic
"Signal timer is too short only 10 seconds green for huge traffic opposite primary health centre, please take action immediately.",Traffic
"In Postal Layout Ward 47, road sign is hidden behind tree branches motorists missing the turn since morning. Very difficult situation.",Traffic
"Speed breaker warning sign missing drivers jumping speed breaker at high speed near church square, please take action immediately.",Traffic
"Serious public grievance: there is a mandatory stop and directional road signs twisted and hidden by tree branches on GIDC Road, Ward 153. This is unfamiliar drivers missing turn and driving into one-way traffic. Kindly take remedial action.",Traffic
"Sir, autos and taxis blocking the entire left turn free lane opposite temple road. Nobody is responding.",Traffic
"Sir, traffic police needed at circle during school hours heavy jam near SBI ATM. Nobody is responding.",Traffic
"Close to pedestrian subway, no zebra crossing for pedestrians impossible to cross this wide road. Kindly resolve.",Traffic
"On ring road, ward 114, autos and taxis blocking the entire left turn free lane. Kindly resolve.",Traffic
"On temple street, signal timer is too short only 10 seconds green for huge traffic. Kindly resolve.",Traffic
urgent dividr cut made illeagli bikes crosing dngrously Netaji Nagar near public park gate,Traffic
signl timr is stck on red plese repare fast in Rajaji Sector 3 ward 93,Traffic
"Concrete median road divider broken and knocked down by collision near fire station, vehicles making dangerous unauthorized U-turns across oncoming lane.",Traffic
"Opposite town hall, no zebra crossing for pedestrians impossible to cross this wide road. Kindly resolve.",Traffic
"Sir, traffic signal is not working big traffic jam at junction at the entry of Mahalakshmi Layout. Nobody is responding.",Traffic
Autos and taxis blocking the entire left turn free lane in Santosh Nagar since morning.,Traffic
"Close to bus stop, autos and taxis blocking the entire left turn free lane. Kindly resolve.",Traffic
"In Ramakrishna Puram Ward 150, traffic police needed at circle during school hours heavy jam since yesterday. Very difficult situation.",Traffic
plz help trafic signl not workin huge jam at chawk on Service Lane,Traffic
"Sir, signal timer is too short only 10 seconds green for huge traffic near Santosh Nagar main gate. Nobody is responding.",Traffic
Traffic signal is not working big traffic jam at junction since past 10 days in Vikas Enclave. High danger.,Traffic
"Sir, no zebra crossing for pedestrians impossible to cross this wide road outside Govt Primary School. Nobody is responding.",Traffic
illegl parkng blockng entir stret buses stck near rotary circle College Road,Traffic
No zebra crossing for pedestrians impossible to cross this wide road from last 3 days behind Sub-Registrar Office. High danger.,Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed after last rain right in front of Govt Girls Hostel. High danger.,Traffic
"Missing one-way entry sign board leading to head-on gridlock along 4th Cross, 2nd Main, vehicles entering from wrong direction continuously.",Traffic
"Critical danger: damaged flexible traffic bollards uprooted and lying scattered across junction on Temple Street, Ward 47! It is vehicles driving over median kerb. Immediate action requested.",Traffic
"In Vidya Nagar Ward 176, traffic police needed at circle during school hours heavy jam for past one week. Very difficult situation.",Traffic
"Outside maternity clinic, yellow blinker light not working at accident prone cross road. Kindly resolve.",Traffic
"Sir please look into this, traffic blinker beacon at blind intersection not operating outside Ration Shop, frequent T-bone vehicle collisions occurring at night. Please send team as soon as possible.",Traffic
"Sir, traffic police needed at circle during school hours heavy jam at the entry of Adarsh Layout. Nobody is responding.",Traffic
illegl parkng blockng entir stret buses stck in Gandhi Gram ward 64,Traffic
Civic issue reported: there is a pedestrian push-button crossing signal out of order along 6th Cross Avenue. This is pedestrians waiting 20 minutes to cross busy six-lane avenue. Kindly take remedial action.,Traffic
signl timr is stck on red plese repare fast ward 151 since 2 days kindly fix,Traffic
"Respected sir, traffic signal lights completely dead at busy four-road junction along Church Road, vehicles crossing from all four sides creating chaotic gridlock. Please send team as soon as possible.",Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed since two weeks in Bhavani Nagar. High danger.,Traffic
"Due to traffic signal timer stuck on permanent green on one side and red on other in Telecom Colony, it is causing 45-minute standstill and road rage among commuters.",Traffic
"In Teachers Colony Ward 90, divider is broken cars taking dangerous u-turn causing accidents for past one week. Very difficult situation.",Traffic
"Traffic signal is not working big traffic jam at junction at Ward 150, please take action immediately.",Traffic
"Disaster waiting to happen: missing one-way entry sign board leading to head-on gridlock on Station Approach Road, Ward 96! It is vehicles entering from wrong direction continuously. Immediate action requested.",Traffic
"dividr cut made illeagli bikes crosing dngrously near railway level crossing 4th Cross, 2nd Main",Traffic
Traffic signal is not working big traffic jam at junction on Main Road for past one week.,Traffic
"In Vinayaka Nagar Ward 7, traffic police needed at circle during school hours heavy jam every evening. Very difficult situation.",Traffic
"Near siddhartha nagar main gate, yellow blinker light not working at accident prone cross road. Kindly resolve.",Traffic
signl timr is stck on red plese repare fast ward 113 since 2 days kindly fix,Traffic
"Respected sir, traffic CCTV surveillance camera dangling by wire from signal pole on Church Road, Ward 60, equipment knocked down by oversized container truck. Please send team as soon as possible.",Traffic
"Due to damaged flexible traffic bollards uprooted and lying scattered across junction at Ward 87, it is vehicles driving over median kerb.",Traffic
"Divider is broken cars taking dangerous u-turn causing accidents for past one week on Service Lane, Ward 135. High danger.",Traffic
"Sir, no zebra crossing for pedestrians impossible to cross this wide road close to government high school. Nobody is responding.",Traffic
"In Vidya Nagar Ward 169, speed breaker warning sign missing drivers jumping speed breaker at high speed since two weeks. Very difficult situation.",Traffic
"Autos and taxis blocking the entire left turn free lane behind Urban Health Post, please take action immediately.",Traffic
Traffic blinker beacon at blind intersection not operating opposite post office.,Traffic
Traffic blinker beacon at blind intersection not operating in Vikas Enclave.,Traffic
"Close to weekly bazaar ground, yellow blinker light not working at accident prone cross road. Kindly resolve.",Traffic
"Due to commercial delivery vans double parking along narrow market street outside Ward Office, it is single lane traffic bottleneck backing up for kilometers.",Traffic
"Illegal auto-rickshaw and taxi parking encroaching two lanes of major junction at Ward 173, choking peak-hour traffic flow to a crawl.",Traffic
"Along inner circular road, vehicles parked illegally on both sides of road blocking bus movement. Kindly resolve.",Traffic
"Sir, divider is broken cars taking dangerous u-turn causing accidents at Old Post Office Junction. Nobody is responding.",Traffic
Requesting immediate action as there is a traffic signal lights completely dead at busy four-road junction at the entry of Gandhi Gram. This is vehicles crossing from all four sides creating chaotic gridlock. Kindly take remedial action.,Traffic
illegl parkng blockng entir stret buses stck near bus stop College Road,Traffic
Complaint regarding there is a damaged crash barrier on highway flyover curve at the entry of Vivekananda Colony. This is leaving dangerous open edge overlooking 30-foot drop to road below. Kindly take remedial action.,Traffic
Extremely hazardous condition: unauthorized gap cut into road median divider by local shopkeepers outside Co-operative Bank! It is motorcycles cutting across oncoming 60 km/h traffic. Immediate action requested.,Traffic
"Traffic signal is not working big traffic jam at junction along Ring Road, please take action immediately.",Traffic
Haphazard commercial loading and unloading blocking arterial road during morning peak behind Sub-Registrar Office.,Traffic
"At the entry of mahalakshmi layout, traffic signal is not working big traffic jam at junction. Kindly resolve.",Traffic
"On gidc road, ward 120, vehicles parked illegally on both sides of road blocking bus movement. Kindly resolve.",Traffic
"On 4th cross, 2nd main, speed breaker warning sign missing drivers jumping speed breaker at high speed. Kindly resolve.",Traffic
Serious public grievance: there is a traffic CCTV surveillance camera dangling by wire from signal pole at Patel Chowk. This is equipment knocked down by oversized container truck. Kindly take remedial action.,Traffic
"In Santosh Nagar Ward 157, autos and taxis blocking the entire left turn free lane since morning. Very difficult situation.",Traffic
"Sir, speed breaker warning sign missing drivers jumping speed breaker at high speed close to crematorium ground. Nobody is responding.",Traffic
"Sir please look into this, heavy multi-axle cargo trucks illegally parked in designated bus bay between Ramakrishna Puram and Shivaji Circle, city buses forced to stop in middle lane blocking entire traffic. Please send team as soon as possible.",Traffic
"In Teachers Colony Ward 63, no zebra crossing for pedestrians impossible to cross this wide road for past one week. Very difficult situation.",Traffic
"Between rajaji sector 3 and ambedkar chowk, divider is broken cars taking dangerous u-turn causing accidents. Kindly resolve.",Traffic
"Traffic signal timer stuck on permanent green on one side and red on other outside Fire Brigade Station, causing 45-minute standstill and road rage among commuters.",Traffic
Yellow blinker light not working at accident prone cross road since two weeks at Subhash Nagar Crossing. High danger.,Traffic
no zebr crosing pedstrians strugling to cros ward 23 since 2 days kindly fix,Traffic
"Speed breaker warning sign missing drivers jumping speed breaker at high speed right in front of Urban Health Post, please take action immediately.",Traffic
no zebr crosing pedstrians strugling to cros in Gandhi Gram ward 163,Traffic
"Close to community hall, divider is broken cars taking dangerous u-turn causing accidents. Kindly resolve.",Traffic
Blind curve on hill road lacking convex safety mirror and warning signs at University Cross.,Traffic
"Close to central vegetable market, no zebra crossing for pedestrians impossible to cross this wide road. Kindly resolve.",Traffic
Immediate intervention needed! traffic blinker beacon at blind intersection not operating at University Cross! It is frequent T-bone vehicle collisions occurring at night. Immediate action requested.,Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed along NH Bypass Service Road from last 3 days.,Traffic
"Traffic cctv surveillance camera dangling by wire from signal pole opposite bridge underpass, equipment knocked down by oversized container truck.",Traffic
"Sir, traffic signal is not working big traffic jam at junction along Link Road. Nobody is responding.",Traffic
Road sign is hidden behind tree branches motorists missing the turn on College Road since past 10 days.,Traffic
plz help signl timr is stck on red plese repare fast on Church Road,Traffic
"Due to haphazard commercial loading and unloading blocking arterial road during morning peak at Gandhi Circle, it is ambulances and school buses trapped in jam.",Traffic
"Due to damaged speed governor warning sign lying flat on road shoulder at the entry of Rajaji Sector 3, it is lack of signage encouraging overspeeding near hospital gate.",Traffic
Signal timer is too short only 10 seconds green for huge traffic since morning opposite primary health centre. High danger.,Traffic
Divider is broken cars taking dangerous u-turn causing accidents between Telecom Colony and Collectorate Circle since morning.,Traffic
Please resolve issue where there is a damaged crash barrier on highway flyover curve between Balaji Layout and Gandhi Circle. This is leaving dangerous open edge overlooking 30-foot drop to road below. Kindly take remedial action.,Traffic
"Sir, vehicles parked illegally on both sides of road blocking bus movement near railway level crossing. Nobody is responding.",Traffic
"At station t-junction, no zebra crossing for pedestrians impossible to cross this wide road. Kindly resolve.",Traffic
"Sir, no zebra crossing for pedestrians impossible to cross this wide road behind Govt Primary School. Nobody is responding.",Traffic
illegl parkng blockng entir stret buses stck in Netaji Nagar ward 10,Traffic
Concrete median road divider broken and knocked down by collision at the entry of Bhavani Nagar.,Traffic
trafic signl not workin huge jam at chawk ward 142 since 2 days kindly fix,Traffic
"Yellow blinker light not working at accident prone cross road along Church Road, please take action immediately.",Traffic
"Signal timer is too short only 10 seconds green for huge traffic at Bypass Intersection, please take action immediately.",Traffic
"Sir, speed breaker warning sign missing drivers jumping speed breaker at high speed close to town hall. Nobody is responding.",Traffic
Very serious hazard: traffic blinker beacon at blind intersection not operating along Station Road! It is frequent T-bone vehicle collisions occurring at night. Immediate action requested.,Traffic
Kindly note that there is a faded stop line causing vehicles to stop directly inside pedestrian crossing close to APMC market yard. This is walkers forced to weave between idling cars and motorcycles. Kindly take remedial action.,Traffic
Urgent attention required: there is a damaged speed governor warning sign lying flat on road shoulder behind Ward Office. This is lack of signage encouraging overspeeding near hospital gate. Kindly take remedial action.,Traffic
"In Green Glen Layout Ward 114, signal timer is too short only 10 seconds green for huge traffic since yesterday. Very difficult situation.",Traffic
Requesting immediate action as there is a missing height barrier at low railway bridge underpass between Tilak Road Extension and Patel Chowk. This is tall container trucks regularly getting wedged under bridge. Kindly take remedial action.,Traffic
"Sir, no zebra crossing for pedestrians impossible to cross this wide road close to industrial estate gate. Nobody is responding.",Traffic
Traffic cctv surveillance camera dangling by wire from signal pole outside Ward Office.,Traffic
"In Green Glen Layout Ward 35, signal timer is too short only 10 seconds green for huge traffic every evening. Very difficult situation.",Traffic
Please resolve issue where there is a missing height barrier at low railway bridge underpass near Surya Nagar Ward 12 main gate. This is tall container trucks regularly getting wedged under bridge. Kindly take remedial action.,Traffic
"Kindly fix this problem, pedestrian push-button crossing signal out of order at the entry of Telecom Colony, pedestrians waiting 20 minutes to cross busy six-lane avenue. Please send team as soon as possible.",Traffic
